sno,Zone,State,City,Name,Type,Establishment Year,time needed to visit in hrs,Google review rating,Entrance Fee in INR,Airport with 50km Radius,Weekly Off,Significance,DSLR Allowed,Number of google review in lakhs,Best Time to visit
584,Western,Maharashtra,Pune,Rogers PLC Temple,Temple,1896,4.5,4.6,20,No,Sunday,Architectural,Yes,1.35,Morning
585,Western,Goa,Vasco,Park-Ingram Fort,Fort,1932,1.2,4.9,10,Yes,Saturday,Historical,Yes,3.69,Afternoon
586,Northern,Rajasthan,Udaipur,Sherman Group Beach,Beach,1818,2.8,4.8,20,No,Thursday,Religious,Yes,4.1,Afternoon
587,North-East,Tamil Nadu,Chennai,Pope-Bryant Wildlife Sanctuary,Wildlife Sanctuary,1537,5.9,4.9,200,No,Sunday,Religious,No,0.56,Evening
588,Central,Karnataka,Bengaluru,Gonzalez-White Beach,Beach,1267,3.7,3.8,100,Yes,Thursday,Cultural,No,1.42,Evening
589,Northern,Uttar Pradesh,Lucknow,Martinez and Sons Palace,Palace,1451,1.5,4.3,200,Yes,Monday,Natural,Yes,2.06,Afternoon
590,Western,Uttar Pradesh,Lucknow,Jones Inc Temple,Temple,1664,6.0,4.1,50,Yes,Wednesday,Cultural,No,3.02,Evening
591,Western,Maharashtra,Nagpur,Green-King Hill Station,Hill Station,1774,5.5,3.7,100,No,Thursday,Historical,No,4.67,Afternoon
592,Western,Kerala,Munnar,Terry-Bruce Temple,Temple,1626,5.7,4.6,10,No,Wednesday,Cultural,Yes,4.14,Afternoon
593,Northern,Himachal Pradesh,Shimla,Collins-Alvarez Wildlife Sanctuary,Wildlife Sanctuary,1518,3.9,3.6,100,No,Tuesday,Cultural,Yes,4.61,Afternoon
594,Eastern,Assam,Guwahati,"Carr, Rice and Tate Temple",Temple,1891,5.6,4.5,0,Yes,Wednesday,Religious,Yes,3.65,Morning
595,Western,West Bengal,Sundarbans,Sharp Ltd Fort,Fort,1472,2.8,4.3,200,No,Monday,Historical,Yes,2.75,Afternoon
596,Central,Rajasthan,Jaipur,"Molina, Spencer and Baldwin Temple",Temple,1661,1.3,3.5,200,No,Sunday,Cultural,No,2.66,Morning
597,Eastern,Goa,Panaji,Lee and Sons Museum,Museum,1749,2.8,4.8,200,No,Thursday,Natural,Yes,0.71,Evening
598,Eastern,Assam,Guwahati,"Mckinney, Aguilar and James Museum",Museum,1941,2.7,3.7,10,Yes,Monday,Historical,No,4.6,Afternoon
599,Southern,Karnataka,Mysore,"Ward, Stevens and Stephens Museum",Museum,1400,5.0,4.2,20,No,Thursday,Scientific,Yes,2.16,Morning
600,North-East,Goa,Margao,Morris Inc Hill Station,Hill Station,1803,5.2,4.0,200,Yes,Monday,Cultural,Yes,2.16,Morning
601,Southern,Rajasthan,Jodhpur,Collins-Moore Lake,Lake,1376,5.7,4.1,10,Yes,Monday,Cultural,Yes,2.27,Afternoon
602,Western,Karnataka,Bengaluru,Johnson Ltd Palace,Palace,1386,2.4,4.0,20,Yes,Sunday,Scientific,Yes,3.27,Morning
603,Southern,Maharashtra,Pune,Cameron-Mckee Palace,Palace,1977,2.8,4.4,200,Yes,Friday,Cultural,Yes,0.25,Morning
604,Northern,West Bengal,Sundarbans,Payne Inc Wildlife Sanctuary,Wildlife Sanctuary,1756,2.5,5.0,10,No,Saturday,Cultural,No,1.58,Morning
605,Central,Maharashtra,Pune,"White, Lewis and Rich Wildlife Sanctuary",Wildlife Sanctuary,1728,3.8,4.3,0,No,Monday,Architectural,No,0.38,Morning
606,North-East,Goa,Panaji,Potter LLC Temple,Temple,1927,1.0,5.0,0,Yes,Monday,Architectural,Yes,4.1,Evening
607,Southern,Kerala,Munnar,"Whitney, Hester and Kane Lake",Lake,1376,3.3,3.9,20,Yes,None,Cultural,Yes,1.25,Afternoon
608,North-East,Assam,Kaziranga,"Hernandez, Johnson and Robinson Palace",Palace,1771,3.5,4.1,200,Yes,Wednesday,Historical,No,4.8,Morning
609,Western,Maharashtra,Pune,Jenkins-White Temple,Temple,1961,1.2,3.9,10,No,Tuesday,Natural,No,1.12,Afternoon
610,North-East,Karnataka,Hampi,Gutierrez Group Museum,Museum,1628,4.1,4.9,100,No,Monday,Natural,No,2.71,Evening
611,Western,Tamil Nadu,Madurai,Ramirez-Boyd Temple,Temple,1594,1.4,4.3,20,No,Friday,Historical,No,4.91,Evening
612,Southern,Maharashtra,Nagpur,George-Wilcox Wildlife Sanctuary,Wildlife Sanctuary,1369,2.4,4.5,200,No,Monday,Religious,Yes,0.28,Evening
613,Eastern,Assam,Kaziranga,Fischer PLC Temple,Temple,1531,3.6,4.5,100,No,Sunday,Natural,No,1.51,Afternoon
614,Northern,Tamil Nadu,Chennai,Hart PLC Beach,Beach,1588,2.2,4.8,100,Yes,Saturday,Architectural,No,1.9,Morning
615,Western,Goa,Panaji,Watson-White Palace,Palace,1939,3.2,4.5,0,No,Thursday,Scientific,No,1.81,Morning
616,Eastern,Maharashtra,Nagpur,Moses Group Wildlife Sanctuary,Wildlife Sanctuary,1714,5.7,3.5,200,No,None,Historical,No,1.37,Evening
617,Eastern,Kerala,Thiruvananthapuram,Cook Inc Museum,Museum,1757,5.3,4.3,200,No,None,Scientific,Yes,0.73,Afternoon
618,Eastern,Kerala,Munnar,"Parker, Ortiz and Miller Museum",Museum,1253,5.0,4.7,10,No,None,Scientific,No,4.99,Afternoon
619,Central,Rajasthan,Jaipur,"Garcia, Wilson and Rowland Museum",Museum,1516,3.2,5.0,0,No,Monday,Scientific,Yes,1.74,Morning
620,Southern,West Bengal,Darjeeling,Andrews Ltd Fort,Fort,1224,1.6,4.9,20,No,Tuesday,Cultural,Yes,2.14,Morning
621,Southern,Assam,Kaziranga,"Lewis, Pollard and Todd Hill Station",Hill Station,1543,1.1,4.6,10,Yes,Wednesday,Cultural,No,4.38,Evening
622,Eastern,Himachal Pradesh,Dharamshala,Allen-Sanchez Beach,Beach,1251,4.2,4.4,50,No,Wednesday,Natural,Yes,0.26,Evening
623,North-East,Maharashtra,Mumbai,Pope-Clark Hill Station,Hill Station,1510,1.5,3.5,0,Yes,Tuesday,Natural,Yes,4.74,Morning
624,Southern,West Bengal,Kolkata,Miranda-Wood Temple,Temple,1421,5.7,4.1,200,No,Thursday,Historical,No,0.4,Evening
625,Western,Tamil Nadu,Chennai,Fox and Sons Palace,Palace,1384,2.7,4.1,0,No,Tuesday,Scientific,Yes,0.4,Evening
626,North-East,Assam,Kaziranga,Mejia Ltd Fort,Fort,1980,2.1,5.0,10,Yes,Wednesday,Natural,No,0.73,Morning
627,Central,Assam,Kaziranga,Werner and Sons Palace,Palace,1562,5.2,4.5,20,No,Sunday,Historical,Yes,0.88,Morning
628,Central,Karnataka,Bengaluru,Malone-Vazquez Wildlife Sanctuary,Wildlife Sanctuary,1511,1.9,3.7,0,Yes,Thursday,Scientific,No,1.59,Morning
629,Northern,Assam,Tezpur,Serrano-Reed Hill Station,Hill Station,1845,2.6,3.8,200,Yes,Thursday,Natural,No,3.51,Morning
630,Northern,Himachal Pradesh,Shimla,Lynch-Poole Beach,Beach,1244,2.1,4.2,200,No,Tuesday,Religious,No,4.39,Evening
631,North-East,Goa,Margao,"Griffin, Griffin and Parks Lake",Lake,2003,4.4,4.5,200,No,Friday,Cultural,No,0.73,Morning
632,Northern,Himachal Pradesh,Manali,"Hess, Hall and Burns Temple",Temple,1980,5.3,4.6,50,No,Thursday,Cultural,Yes,2.57,Evening
633,North-East,Tamil Nadu,Chennai,"Weaver, Green and Arroyo Palace",Palace,1444,5.4,4.3,200,No,Sunday,Historical,No,0.36,Afternoon
634,Western,Maharashtra,Pune,Lee PLC Palace,Palace,1524,1.7,4.7,20,No,Thursday,Natural,Yes,3.68,Morning
635,Southern,West Bengal,Darjeeling,"Hall, Craig and Becker Lake",Lake,1409,4.3,4.6,200,No,None,Cultural,No,1.2,Morning
636,Eastern,Maharashtra,Pune,Moore-Clarke Wildlife Sanctuary,Wildlife Sanctuary,1411,4.8,5.0,20,Yes,Sunday,Natural,No,3.82,Evening
637,Eastern,Goa,Vasco,"Dixon, Reed and Davis Museum",Museum,1741,2.8,4.8,50,No,Thursday,Historical,No,4.05,Evening
638,North-East,Uttar Pradesh,Agra,Miller-Campbell Fort,Fort,1416,4.1,4.1,200,Yes,Thursday,Religious,No,1.76,Evening
639,Eastern,Tamil Nadu,Chennai,King-Porter Temple,Temple,1588,5.2,4.8,100,No,Thursday,Religious,Yes,3.85,Morning
640,Eastern,Rajasthan,Udaipur,Roach-Leonard Wildlife Sanctuary,Wildlife Sanctuary,1328,1.9,4.9,100,Yes,Monday,Architectural,Yes,2.63,Morning
641,Northern,West Bengal,Sundarbans,"Smith, Gibson and Maldonado Hill Station",Hill Station,1560,3.4,3.9,20,Yes,Saturday,Cultural,No,0.59,Evening
642,Northern,Assam,Kaziranga,Lewis-Lambert Palace,Palace,1704,3.0,4.5,20,No,Monday,Religious,No,4.84,Afternoon
643,Northern,Tamil Nadu,Chennai,Mcintyre and Sons Lake,Lake,1425,5.4,3.6,100,No,Tuesday,Historical,Yes,1.42,Evening
644,Western,Uttar Pradesh,Varanasi,Price and Sons Wildlife Sanctuary,Wildlife Sanctuary,1617,2.8,4.1,0,Yes,Wednesday,Religious,Yes,0.17,Evening
645,Northern,Kerala,Thiruvananthapuram,"Washington, Howell and Thompson Beach",Beach,1899,5.9,4.9,20,No,Monday,Architectural,No,4.75,Morning
646,Eastern,Maharashtra,Pune,"Jones, Baker and Williams Fort",Fort,1368,3.3,4.8,200,No,Sunday,Cultural,No,4.22,Evening
647,Northern,Kerala,Kochi,Evans-Olson Beach,Beach,1528,5.2,3.9,0,Yes,Saturday,Architectural,Yes,0.23,Evening
648,Western,Himachal Pradesh,Shimla,Haney Inc Hill Station,Hill Station,1288,4.5,3.7,100,No,Friday,Architectural,Yes,4.64,Evening
649,Southern,Himachal Pradesh,Dharamshala,Edwards Ltd Palace,Palace,1354,4.0,4.6,0,Yes,Friday,Cultural,Yes,4.81,Afternoon
650,Eastern,Maharashtra,Mumbai,Hunter-Kim Palace,Palace,1840,5.4,5.0,20,No,Sunday,Natural,Yes,2.44,Evening
651,Northern,Kerala,Kochi,"Williams, Gonzales and Johnson Palace",Palace,1781,3.6,4.4,50,Yes,Thursday,Scientific,No,1.64,Morning
652,Western,Kerala,Munnar,Montgomery-Stephens Lake,Lake,1974,2.1,3.9,0,No,Tuesday,Scientific,No,3.13,Evening
653,Western,Tamil Nadu,Chennai,Nielsen Ltd Lake,Lake,1934,4.9,4.5,100,No,Friday,Natural,No,3.86,Morning
654,Northern,Goa,Vasco,"Calderon, Fox and Andrews Temple",Temple,1572,2.5,4.9,20,Yes,None,Cultural,No,0.36,Evening
655,Western,Kerala,Munnar,Navarro-Moore Lake,Lake,1867,4.3,3.5,0,No,Saturday,Cultural,Yes,2.88,Morning
656,Central,Rajasthan,Udaipur,Shaw Inc Beach,Beach,1399,1.1,3.7,10,Yes,Saturday,Architectural,Yes,4.7,Evening
657,Northern,Himachal Pradesh,Shimla,Jackson-Parker Temple,Temple,1842,4.6,4.2,0,No,Saturday,Cultural,Yes,1.21,Afternoon
658,Eastern,West Bengal,Kolkata,Ray Group Beach,Beach,1282,5.5,4.0,100,No,Thursday,Religious,Yes,4.72,Evening
659,Eastern,Himachal Pradesh,Manali,"Hayden, Lamb and Salazar Fort",Fort,1220,4.3,3.8,100,No,None,Historical,No,4.24,Morning
660,Northern,Assam,Kaziranga,"Fuentes, Ashley and Bass Palace",Palace,1554,4.0,3.9,0,No,None,Scientific,Yes,2.88,Evening
661,Southern,Assam,Tezpur,Gutierrez-Harrison Palace,Palace,1225,4.0,4.7,50,No,Wednesday,Architectural,Yes,3.88,Evening
662,Northern,West Bengal,Darjeeling,Matthews-Cooper Palace,Palace,2020,5.9,4.7,200,No,Sunday,Cultural,Yes,1.21,Morning
663,Eastern,Goa,Panaji,Johnson-Lopez Wildlife Sanctuary,Wildlife Sanctuary,1877,1.7,4.2,0,No,Thursday,Cultural,Yes,0.22,Evening
664,Western,Tamil Nadu,Madurai,Trujillo Group Museum,Museum,1765,4.5,4.5,50,No,Sunday,Historical,No,1.67,Afternoon
665,Western,Assam,Guwahati,Miller Ltd Lake,Lake,1990,2.2,3.8,0,No,Thursday,Scientific,No,2.17,Afternoon
666,North-East,West Bengal,Darjeeling,Sanchez-Nelson Palace,Palace,1543,3.5,4.8,10,Yes,Sunday,Historical,No,4.78,Afternoon
667,Eastern,Kerala,Thiruvananthapuram,"Dunlap, Gutierrez and Morales Lake",Lake,1460,2.6,4.5,10,No,Thursday,Natural,No,1.35,Morning
668,North-East,Kerala,Munnar,"Johnson, Johnson and Levy Fort",Fort,1206,1.6,3.7,20,No,Monday,Natural,Yes,4.87,Morning
669,Southern,Rajasthan,Udaipur,Harris-Chavez Fort,Fort,1801,1.5,4.3,20,Yes,Tuesday,Historical,No,0.97,Afternoon
670,North-East,Himachal Pradesh,Dharamshala,Graham-Rich Hill Station,Hill Station,1791,2.6,4.1,100,No,Monday,Scientific,Yes,3.02,Morning
671,Northern,Goa,Panaji,Vega and Sons Temple,Temple,1702,3.1,4.9,20,No,Friday,Scientific,Yes,0.22,Morning
672,North-East,West Bengal,Kolkata,Nelson-Wright Wildlife Sanctuary,Wildlife Sanctuary,1566,2.2,4.4,10,Yes,None,Cultural,Yes,4.04,Morning
673,Northern,Kerala,Munnar,"May, Williams and Terry Museum",Museum,1445,5.0,4.7,0,Yes,Wednesday,Religious,Yes,4.82,Morning
674,Central,Karnataka,Bengaluru,"Johnson, Martin and Clark Beach",Beach,2015,4.4,3.7,100,Yes,Friday,Historical,No,3.41,Morning
675,Western,Maharashtra,Mumbai,Thomas Ltd Lake,Lake,1583,3.5,4.0,10,No,Sunday,Architectural,Yes,0.78,Morning
676,Southern,Tamil Nadu,Chennai,"Jones, Green and Hensley Lake",Lake,1624,6.0,4.8,200,Yes,Saturday,Natural,Yes,0.11,Evening
677,Southern,Maharashtra,Mumbai,Lucas LLC Hill Station,Hill Station,1666,5.1,4.7,20,Yes,Friday,Religious,Yes,1.7,Afternoon
678,Eastern,Rajasthan,Jodhpur,"Curry, Reed and Nelson Beach",Beach,1808,1.0,4.7,0,Yes,Saturday,Natural,Yes,3.77,Morning
679,Eastern,West Bengal,Sundarbans,Quinn-Wood Palace,Palace,2021,4.9,4.7,50,No,Thursday,Scientific,Yes,0.56,Evening
680,North-East,Tamil Nadu,Madurai,Smith-Castro Fort,Fort,1407,1.0,3.6,200,Yes,None,Religious,Yes,1.02,Afternoon
681,Central,West Bengal,Kolkata,"Booker, Wilson and Ryan Beach",Beach,1822,3.1,3.6,0,Yes,Friday,Architectural,Yes,1.47,Afternoon
682,Northern,Uttar Pradesh,Varanasi,Lee-Martin Wildlife Sanctuary,Wildlife Sanctuary,1288,5.4,4.2,10,No,Tuesday,Natural,No,1.77,Evening
683,Central,Uttar Pradesh,Varanasi,Savage Ltd Wildlife Sanctuary,Wildlife Sanctuary,1393,4.6,4.9,200,Yes,Monday,Historical,Yes,1.2,Morning
684,North-East,Karnataka,Bengaluru,Rice Group Fort,Fort,1609,5.9,4.3,200,No,None,Natural,No,0.47,Morning
685,Northern,Rajasthan,Jodhpur,Wilson-Martin Temple,Temple,1451,4.4,3.8,20,Yes,Saturday,Natural,No,0.97,Morning
686,Southern,Tamil Nadu,Chennai,"Boyd, Price and Salazar Hill Station",Hill Station,1805,2.2,4.4,20,No,Friday,Architectural,No,2.29,Evening
687,Central,Tamil Nadu,Madurai,Waller-Fields Palace,Palace,1899,5.0,4.6,100,No,Friday,Natural,No,4.67,Afternoon
688,Southern,Tamil Nadu,Madurai,"Grant, Weiss and Allen Lake",Lake,1423,5.3,4.4,0,Yes,Wednesday,Religious,Yes,2.7,Afternoon
689,Central,Kerala,Thiruvananthapuram,"Petersen, King and Bailey Lake",Lake,1723,4.8,4.5,100,Yes,Saturday,Natural,Yes,3.83,Evening
690,Northern,Uttar Pradesh,Lucknow,Baker-Brown Temple,Temple,1724,2.2,4.1,100,Yes,Saturday,Cultural,Yes,2.08,Afternoon
691,Eastern,Kerala,Munnar,Barnes-Lawson Museum,Museum,1830,4.7,3.6,200,Yes,Friday,Scientific,Yes,2.73,Morning
692,Western,Goa,Vasco,"Johnson, Rangel and Calderon Lake",Lake,1539,3.8,3.7,100,Yes,Friday,Natural,No,1.37,Afternoon
693,North-East,Tamil Nadu,Madurai,Leach PLC Wildlife Sanctuary,Wildlife Sanctuary,1450,4.0,3.7,0,No,Friday,Architectural,No,0.94,Evening
694,Northern,Karnataka,Mysore,Campbell-Moore Beach,Beach,1713,1.6,4.4,0,No,Friday,Historical,No,2.69,Morning
695,Southern,Himachal Pradesh,Shimla,Esparza-Walker Lake,Lake,1238,5.0,4.4,10,Yes,Saturday,Scientific,Yes,0.33,Morning
696,Eastern,Assam,Guwahati,Hodge-Anderson Beach,Beach,1846,1.5,4.9,50,No,Monday,Architectural,No,0.54,Morning
697,North-East,West Bengal,Sundarbans,Hughes PLC Wildlife Sanctuary,Wildlife Sanctuary,1939,2.4,4.3,100,Yes,Sunday,Scientific,No,0.26,Afternoon
698,Northern,West Bengal,Kolkata,Roberts and Sons Temple,Temple,1868,6.0,3.8,100,Yes,Monday,Historical,Yes,1.04,Morning
699,Eastern,Himachal Pradesh,Shimla,Chang LLC Temple,Temple,1566,5.1,4.5,100,Yes,Monday,Architectural,No,0.61,Morning
700,Eastern,Maharashtra,Mumbai,"Robinson, Bryan and Melton Fort",Fort,1386,4.8,3.6,20,Yes,Sunday,Historical,No,4.43,Morning
701,North-East,Tamil Nadu,Chennai,Pierce and Sons Hill Station,Hill Station,1230,3.9,4.5,0,Yes,Monday,Historical,No,0.89,Morning
702,Southern,Goa,Vasco,Gutierrez-Jackson Beach,Beach,1792,2.4,3.7,0,Yes,Monday,Cultural,No,4.15,Morning
703,Western,Himachal Pradesh,Manali,Washington-Simon Wildlife Sanctuary,Wildlife Sanctuary,1338,3.9,3.8,0,No,Sunday,Natural,No,4.03,Morning
704,Eastern,Himachal Pradesh,Dharamshala,Franklin PLC Palace,Palace,1890,2.5,3.6,0,Yes,None,Architectural,Yes,4.11,Morning
705,Southern,Assam,Kaziranga,Jackson LLC Wildlife Sanctuary,Wildlife Sanctuary,1922,2.6,4.5,10,No,Wednesday,Architectural,Yes,0.79,Evening
706,Western,West Bengal,Kolkata,Wilson-Davis Lake,Lake,1803,2.5,4.0,20,No,Monday,Cultural,Yes,3.59,Afternoon
707,Southern,Uttar Pradesh,Varanasi,"Moran, Rodriguez and Christensen Hill Station",Hill Station,1372,5.1,3.6,100,No,Sunday,Religious,No,2.05,Evening
708,Eastern,Goa,Panaji,Le-Walters Fort,Fort,1635,2.8,4.4,100,Yes,Wednesday,Cultural,No,1.06,Morning
709,Northern,Rajasthan,Udaipur,Diaz Ltd Temple,Temple,1267,2.4,4.1,10,Yes,Saturday,Architectural,Yes,0.68,Evening
710,Western,Kerala,Munnar,"Mills, Kane and Turner Museum",Museum,1716,2.5,3.9,100,Yes,Wednesday,Architectural,No,0.44,Evening
711,Eastern,Uttar Pradesh,Varanasi,Foley PLC Temple,Temple,1208,5.3,4.6,0,Yes,Friday,Natural,No,3.46,Evening
712,Eastern,West Bengal,Darjeeling,"Ryan, Mcclain and Walker Lake",Lake,1983,4.4,4.8,100,No,Sunday,Architectural,No,4.89,Morning
713,North-East,Kerala,Munnar,Ramirez-Woods Hill Station,Hill Station,1502,4.7,4.7,200,No,Saturday,Historical,No,1.61,Afternoon
714,Southern,Goa,Panaji,"Boyer, Perez and Franklin Temple",Temple,1647,5.7,4.7,200,Yes,Sunday,Cultural,Yes,3.88,Afternoon
715,Southern,Rajasthan,Jodhpur,"Ramirez, Fowler and Middleton Museum",Museum,1520,2.7,3.7,20,Yes,Saturday,Scientific,Yes,0.42,Afternoon
716,Central,Kerala,Munnar,Mills-Ford Museum,Museum,1605,3.2,3.7,20,Yes,Monday,Historical,No,3.84,Morning
717,Western,Himachal Pradesh,Dharamshala,Butler Ltd Hill Station,Hill Station,1326,3.8,3.5,20,Yes,Tuesday,Architectural,No,0.77,Morning
718,Eastern,Kerala,Kochi,Powers-Neal Temple,Temple,1579,2.9,3.7,10,Yes,None,Scientific,No,1.98,Morning
719,Northern,Maharashtra,Pune,"Hernandez, Butler and Anderson Museum",Museum,1838,5.6,4.7,10,Yes,Thursday,Scientific,Yes,4.51,Morning
720,Western,Tamil Nadu,Madurai,"Thompson, Salazar and Todd Museum",Museum,1554,4.4,4.0,20,No,Saturday,Scientific,No,3.38,Evening
721,Southern,Kerala,Kochi,Thomas Group Wildlife Sanctuary,Wildlife Sanctuary,1496,3.3,4.9,100,Yes,Tuesday,Architectural,Yes,0.96,Evening
722,Northern,Goa,Panaji,"Hill, Shaw and Figueroa Wildlife Sanctuary",Wildlife Sanctuary,1844,3.9,3.6,50,Yes,Friday,Religious,Yes,1.23,Morning
723,Central,Tamil Nadu,Ooty,"Decker, Harrison and Harmon Lake",Lake,2009,2.6,4.4,100,Yes,None,Cultural,Yes,1.1,Evening
724,Eastern,West Bengal,Kolkata,Harper Group Beach,Beach,1353,3.3,4.7,200,Yes,None,Historical,No,3.3,Morning
725,Southern,Tamil Nadu,Madurai,Hurley-Brown Beach,Beach,1789,3.7,4.0,10,Yes,Thursday,Architectural,No,3.44,Evening
726,Eastern,Himachal Pradesh,Manali,Morris and Sons Hill Station,Hill Station,1500,1.7,4.2,10,Yes,Monday,Religious,No,0.41,Evening
727,Southern,Rajasthan,Jodhpur,Kaiser-Alvarez Lake,Lake,1220,2.6,4.6,50,Yes,Monday,Natural,No,4.92,Afternoon
728,Eastern,Karnataka,Mysore,Barnett-Riggs Beach,Beach,1528,3.0,4.8,50,No,Friday,Religious,No,3.11,Evening
729,Northern,Maharashtra,Nagpur,Benson-Wolf Beach,Beach,1754,3.3,4.5,20,Yes,Thursday,Architectural,No,3.52,Morning
730,Central,West Bengal,Kolkata,Rogers-Irwin Temple,Temple,1610,2.3,4.0,200,Yes,Tuesday,Architectural,Yes,1.61,Afternoon
731,Northern,Karnataka,Hampi,Brock and Sons Wildlife Sanctuary,Wildlife Sanctuary,1995,1.1,4.4,10,No,Monday,Historical,No,4.97,Morning
732,North-East,Goa,Margao,"Frey, Harvey and Stephens Museum",Museum,1797,1.3,4.2,100,Yes,Tuesday,Architectural,No,1.5,Afternoon
733,Western,Himachal Pradesh,Manali,Harper-Bennett Palace,Palace,1394,4.2,4.9,0,No,Tuesday,Historical,No,4.44,Evening
734,Northern,West Bengal,Sundarbans,Ford and Sons Fort,Fort,1985,5.9,4.3,50,Yes,None,Natural,Yes,4.85,Afternoon
735,North-East,Tamil Nadu,Madurai,"Thompson, Hurley and Kennedy Museum",Museum,1544,5.0,4.1,10,No,Wednesday,Architectural,Yes,2.87,Afternoon
736,Eastern,Maharashtra,Mumbai,Thomas-Campbell Museum,Museum,1531,3.2,4.2,100,No,Tuesday,Natural,Yes,0.7,Morning
737,Western,Tamil Nadu,Ooty,"Davis, Williams and Hanson Temple",Temple,1278,4.6,4.8,100,Yes,Tuesday,Architectural,Yes,2.56,Afternoon
738,Eastern,Tamil Nadu,Chennai,Cooper-Drake Museum,Museum,1721,1.4,3.8,10,No,Friday,Scientific,No,1.75,Evening
739,Eastern,Kerala,Thiruvananthapuram,Miller-Morales Lake,Lake,2009,4.2,4.0,100,No,Saturday,Scientific,Yes,1.86,Afternoon
740,North-East,Maharashtra,Nagpur,Mitchell-Clark Temple,Temple,1919,4.9,4.0,0,Yes,None,Scientific,Yes,0.88,Afternoon
741,North-East,Tamil Nadu,Ooty,Mccarthy and Sons Fort,Fort,1891,4.6,4.2,200,No,Thursday,Natural,No,1.19,Afternoon
742,Southern,Uttar Pradesh,Agra,Stephenson and Sons Museum,Museum,1640,5.0,4.8,0,No,Wednesday,Historical,Yes,3.16,Morning
743,Western,Rajasthan,Jodhpur,"Robinson, Cortez and Robertson Beach",Beach,1554,3.6,4.4,50,No,Saturday,Natural,Yes,3.75,Afternoon
744,Eastern,Kerala,Thiruvananthapuram,Jones and Sons Wildlife Sanctuary,Wildlife Sanctuary,1317,3.3,3.6,20,Yes,Tuesday,Historical,Yes,1.18,Evening
745,Northern,Assam,Guwahati,"Richardson, Ward and Wagner Fort",Fort,1443,3.5,4.3,50,Yes,Tuesday,Architectural,No,2.95,Morning
746,Eastern,Tamil Nadu,Madurai,"Robertson, Johnston and Baker Temple",Temple,1998,1.3,4.2,20,Yes,Monday,Natural,No,0.32,Evening
747,Southern,Maharashtra,Mumbai,"Arnold, Payne and Schneider Hill Station",Hill Station,1386,5.1,4.4,10,Yes,None,Natural,No,3.89,Morning
748,Central,Assam,Kaziranga,"Parker, Benson and Wade Hill Station",Hill Station,1662,3.4,3.9,50,No,Friday,Cultural,No,0.99,Evening
749,Central,Karnataka,Bengaluru,Green PLC Fort,Fort,1795,4.0,3.7,20,No,Friday,Natural,Yes,4.89,Evening
750,Eastern,Maharashtra,Mumbai,Newton-Mcgrath Beach,Beach,1765,1.6,4.8,0,Yes,Wednesday,Religious,No,4.66,Afternoon
751,Northern,Maharashtra,Nagpur,Miller LLC Beach,Beach,1513,5.9,4.7,200,No,None,Religious,No,4.06,Morning
752,Northern,West Bengal,Darjeeling,Le-Ramirez Fort,Fort,1467,3.7,3.9,0,Yes,Friday,Scientific,No,2.91,Morning
753,Southern,Goa,Panaji,Meadows and Sons Fort,Fort,1433,4.5,5.0,20,No,None,Scientific,Yes,1.56,Afternoon
754,Northern,Himachal Pradesh,Manali,Harris-Beck Lake,Lake,1605,2.4,4.2,50,No,Saturday,Architectural,Yes,2.61,Afternoon
755,Central,Uttar Pradesh,Agra,"Perez, Montgomery and Jordan Museum",Museum,1885,2.1,4.3,10,Yes,Wednesday,Scientific,Yes,1.65,Afternoon
756,Western,Kerala,Munnar,Mullins PLC Museum,Museum,1253,5.2,3.6,200,No,Saturday,Natural,No,1.34,Afternoon
757,Southern,West Bengal,Kolkata,Patterson-Mclaughlin Temple,Temple,1399,3.5,4.4,10,No,Thursday,Religious,Yes,3.47,Afternoon
758,Western,Maharashtra,Nagpur,Hall Ltd Palace,Palace,1341,5.1,4.3,100,Yes,Saturday,Cultural,No,2.63,Morning
759,Southern,Goa,Panaji,"Cruz, Burton and Collins Beach",Beach,1251,5.2,4.9,200,No,Thursday,Architectural,Yes,2.8,Afternoon
760,Western,Tamil Nadu,Ooty,Dixon-Moyer Temple,Temple,1238,5.9,4.1,0,Yes,Thursday,Religious,No,2.56,Afternoon
761,Southern,Tamil Nadu,Madurai,Rollins-Anthony Beach,Beach,1636,5.1,4.6,0,No,None,Scientific,Yes,0.28,Morning
762,Southern,Assam,Tezpur,Bradley-Novak Lake,Lake,1652,4.7,4.6,0,No,Tuesday,Historical,Yes,2.1,Morning
763,Southern,Assam,Guwahati,Hill Ltd Palace,Palace,1892,4.2,4.9,200,Yes,None,Historical,Yes,4.1,Afternoon
764,Northern,West Bengal,Sundarbans,"English, Lee and Jefferson Palace",Palace,1486,3.2,3.7,10,Yes,Tuesday,Architectural,Yes,2.91,Evening
765,Central,West Bengal,Kolkata,"Baird, Odom and Mercer Lake",Lake,1612,4.9,4.1,100,Yes,Tuesday,Religious,No,0.64,Evening
766,Western,Himachal Pradesh,Shimla,"Smith, Henry and Bowman Lake",Lake,1354,4.4,3.8,200,Yes,Monday,Architectural,No,1.53,Afternoon
767,Western,Assam,Kaziranga,Rodriguez Group Palace,Palace,1745,5.7,4.8,10,Yes,Tuesday,Religious,Yes,1.59,Afternoon
768,Western,West Bengal,Kolkata,"Silva, Barton and Miller Hill Station",Hill Station,1474,2.8,4.2,20,Yes,Wednesday,Natural,No,3.89,Evening
